,timestamp,hf,hl,seed,gpu,image_name,heigth,width,cropped_heigth,cropped_width,is_cropped,lr,epochs,date,root_path,path
124,1603816949-617728,64,12,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603816949-617728\train,/content/my_data/1603816949-617728.64.12.arch_no_7.trial_no_0.pth
125,1603816949-617728,64,12,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603816949-617728\train,/content/my_data/1603816949-617728.64.12.arch_no_8.trial_no_0.pth
126,1603816949-617728,64,13,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603816949-617728\train,/content/my_data/1603816949-617728.64.13.arch_no_9.trial_no_0.pth
127,1603816949-617728,64,13,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603816949-617728\train,/content/my_data/1603816949-617728.64.13.arch_no_10.trial_no_0.pth
128,1603816949-617728,64,13,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603816949-617728\train,/content/my_data/1603816949-617728.64.13.arch_no_11.trial_no_0.pth
129,1603843559-156915,45,10,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,28-10-2020,D:\data\cameramen\28-10-2020\1603843559-156915\train,/content/my_data/1603843559-156915.45.10.arch_no_0.trial_no_0.pth
130,1603843559-156915,45,10,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,28-10-2020,D:\data\cameramen\28-10-2020\1603843559-156915\train,/content/my_data/1603843559-156915.45.10.arch_no_1.trial_no_0.pth
131,1603843559-156915,45,10,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,28-10-2020,D:\data\cameramen\28-10-2020\1603843559-156915\train,/content/my_data/1603843559-156915.45.10.arch_no_2.trial_no_0.pth
132,1603843559-156915,45,11,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,28-10-2020,D:\data\cameramen\28-10-2020\1603843559-156915\train,/content/my_data/1603843559-156915.45.11.arch_no_3.trial_no_0.pth
133,1603843559-156915,45,11,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,28-10-2020,D:\data\cameramen\28-10-2020\1603843559-156915\train,/content/my_data/1603843559-156915.45.11.arch_no_4.trial_no_0.pth
134,1603843559-156915,45,11,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,28-10-2020,D:\data\cameramen\28-10-2020\1603843559-156915\train,/content/my_data/1603843559-156915.45.11.arch_no_5.trial_no_0.pth
135,1603843559-156915,45,12,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,28-10-2020,D:\data\cameramen\28-10-2020\1603843559-156915\train,/content/my_data/1603843559-156915.45.12.arch_no_6.trial_no_0.pth
