,date,init-from,size(byte),footprint(%),psnr,bpp,CR,mse,ssim,cmprss-class,cmprss-class-2
1604594787-201566,1604594787-201566,-,21636.0,100.0,36.340863871968786,2.64111328125,1.4674616380107228,0.0009290471207350492,0.9486870951068314,Baseline:hf=32:hl=5,BASELINE
1604594787-201566,1604594787-201566,-,21636.0,100.0,36.45343529715196,2.64111328125,1.4674616380107228,0.0009053777903318405,0.9467871571741611,Baseline:hf=32:hl=5,BASELINE
1604594787-201566,1604594787-201566,-,25860.0,100.0,37.88972430724078,3.15673828125,1.2277648878576952,0.000650357804261148,0.9593700154404678,Baseline:hf=32:hl=6,BASELINE
1604594787-201566,1604594787-201566,-,25860.0,100.0,37.06012956192175,3.15673828125,1.2277648878576952,0.0007872443529777229,0.9508203557017106,Baseline:hf=32:hl=6,BASELINE
1604594787-201566,1604594787-201566,-,25860.0,100.0,37.815830178161086,3.15673828125,1.2277648878576952,0.0006616751197725534,0.9583739276489344,Baseline:hf=32:hl=6,BASELINE
1604594787-201566,1604594787-201566,-,25860.0,100.0,38.4021487082975,3.15673828125,1.2277648878576952,0.0005779124330729246,0.9612527326404593,Baseline:hf=32:hl=6,BASELINE
1604594787-201566,1604594787-201566,-,25860.0,100.0,37.95072973053857,3.15673828125,1.2277648878576952,0.0006412832299247384,0.9571150182031825,Baseline:hf=32:hl=6,BASELINE
1604594787-201566,1604594787-201566,-,30084.0,100.0,39.270855435850635,3.67236328125,1.0553782741656694,0.0004731468216050416,0.9671319738338314,Baseline:hf=32:hl=7,BASELINE
1604594787-201566,1604594787-201566,-,30084.0,100.0,38.948133386715604,3.67236328125,1.0553782741656694,0.0005096290842629969,0.9648738609222378,Baseline:hf=32:hl=7,BASELINE
1604594787-201566,1604594787-201566,-,30084.0,100.0,39.47756062437605,3.67236328125,1.0553782741656694,0.00045117668923921883,0.9679489639106985,Baseline:hf=32:hl=7,BASELINE
1604594787-201566,1604594787-201566,-,30084.0,100.0,39.005578096949336,3.67236328125,1.0553782741656694,0.0005030141328461468,0.9671651330361349,Baseline:hf=32:hl=7,BASELINE
1604594787-201566,1604594787-201566,-,30084.0,100.0,38.93485154299587,3.67236328125,1.0553782741656694,0.0005112543003633618,0.9648536954107559,Baseline:hf=32:hl=7,BASELINE
1604594787-201566,1604594787-201566,-,34308.0,100.0,38.97470853765117,4.18798828125,0.9254401305817885,0.0005065589211881161,0.9737535487309745,Baseline:hf=32:hl=8,BASELINE
1604594787-201566,1604594787-201566,-,34308.0,100.0,38.589070414642954,4.18798828125,0.9254401305817885,0.0005535590462386608,0.9699427810400408,Baseline:hf=32:hl=8,BASELINE
1604594787-201566,1604594787-201566,-,34308.0,100.0,39.48732772925287,4.18798828125,0.9254401305817885,0.00045015395153313875,0.9702551772518054,Baseline:hf=32:hl=8,BASELINE
1604594787-201566,1604594787-201566,-,34308.0,100.0,39.980458430010025,4.18798828125,0.9254401305817885,0.0004018496547359973,0.9709855807129154,Baseline:hf=32:hl=8,BASELINE
1604594787-201566,1604594787-201566,-,34308.0,100.0,39.81633942508745,4.18798828125,0.9254401305817885,0.0004173072811681777,0.970810760639004,Baseline:hf=32:hl=8,BASELINE
1604594787-201566,1604594787-201566,-,38532.0,100.0,40.38768731543652,4.70361328125,0.8239904494965223,0.0003658997011370957,0.9752101628859482,Baseline:hf=32:hl=9,BASELINE
1604594787-201566,1604594787-201566,-,38532.0,100.0,40.91850807282349,4.70361328125,0.8239904494965223,0.00032376748276874423,0.9749293769988072,Baseline:hf=32:hl=9,BASELINE
1604594787-201566,1604594787-201566,-,38532.0,100.0,40.52445491427757,4.70361328125,0.8239904494965223,0.00035451995790936053,0.9751776946520045,Baseline:hf=32:hl=9,BASELINE
1604594787-201566,1604594787-201566,-,38532.0,100.0,40.85173520436929,4.70361328125,0.8239904494965223,0.00032879895297810435,0.9753000890474355,Baseline:hf=32:hl=9,BASELINE
1604594787-201566,1604594787-201566,-,38532.0,100.0,41.11428041095452,4.70361328125,0.8239904494965223,0.0003094888525083661,0.9765039243748377,Baseline:hf=32:hl=9,BASELINE
