,mse,psnr,ssim,quality,size_byte,bpp,width,height,CR,image_name,cmprss-class,cmprss-class-2,cmprss-class-3,prune_techs,prune_rate,quant_tech,nbits
26,12.411727905273438,37.192481146239714,0.9690627885381611,46,6197.0,0.7564697265625,256,256,5.12344682911086,cameramen,Jpeg:46.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
27,12.15234375,37.28420315071057,0.9694472065085818,47,6225.0,0.7598876953125,256,256,5.100401606425703,cameramen,Jpeg:47.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
28,11.960922241210938,37.353156938553695,0.969826563598731,48,6322.0,0.771728515625,256,256,5.022144890857324,cameramen,Jpeg:48.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
29,11.5506591796875,37.50473591364252,0.9706572974547898,49,6426.0,0.784423828125,256,256,4.940865234982882,cameramen,Jpeg:49.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
30,11.441162109375,37.54610221720667,0.9708119702801449,50,6439.0,0.7860107421875,256,256,4.930889889734431,cameramen,Jpeg:50.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
31,11.318313598632812,37.592986380234194,0.9708716804710238,51,6455.0,0.7879638671875,256,256,4.918667699457784,cameramen,Jpeg:51.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
32,10.934768676757812,37.74270760825781,0.9717278200071566,52,6578.0,0.802978515625,256,256,4.826695044086349,cameramen,Jpeg:52.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
33,10.737075805664062,37.82194341551167,0.9723920784599859,53,6658.0,0.812744140625,256,256,4.768699309101833,cameramen,Jpeg:53.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
34,10.509902954101562,37.91481654991216,0.9727034210667969,54,6688.0,0.81640625,256,256,4.747308612440191,cameramen,Jpeg:54.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
35,10.2860107421875,38.0083338732749,0.9732647579195932,55,6747.0,0.8236083984375,256,256,4.705795168222914,cameramen,Jpeg:55.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
36,10.0098876953125,38.12651155874074,0.9736326077075035,56,6820.0,0.83251953125,256,256,4.655425219941349,cameramen,Jpeg:56.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
37,9.78179931640625,38.22661612285674,0.9739713934423191,57,6923.0,0.8450927734375,256,256,4.586162068467427,cameramen,Jpeg:57.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
38,9.549285888671875,38.3310946532659,0.9744806863115787,58,7059.0,0.8616943359375,256,256,4.497804221561128,cameramen,Jpeg:58.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
39,9.364898681640625,38.41577277741002,0.9749234623798664,59,7116.0,0.86865234375,256,256,4.461776278808319,cameramen,Jpeg:59.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
40,9.137649536132812,38.52245863686023,0.9753322220712224,60,7181.0,0.8765869140625,256,256,4.42138977858237,cameramen,Jpeg:60.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
41,8.8355712890625,38.66845725568852,0.976010014511555,61,7298.0,0.890869140625,256,256,4.350506988215949,cameramen,Jpeg:61.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
42,8.604248046875,38.78367438948362,0.9764859004686942,62,7373.0,0.9000244140625,256,256,4.306252543062525,cameramen,Jpeg:62.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
43,8.3863525390625,38.895072458779445,0.9770878688233556,63,7495.0,0.9149169921875,256,256,4.236157438292195,cameramen,Jpeg:63.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
44,8.18707275390625,38.9995171113065,0.9775688740130524,64,7554.0,0.922119140625,256,256,4.203071220545406,cameramen,Jpeg:64.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
45,7.89703369140625,39.15616370004321,0.9783132129686984,65,7716.0,0.94189453125,256,256,4.114826334888543,cameramen,Jpeg:65.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
46,7.6624298095703125,39.28713851606484,0.9787944237301083,66,7775.0,0.9490966796875,256,256,4.083601286173633,cameramen,Jpeg:66.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
47,7.4299774169921875,39.42092867119526,0.9793416114055815,67,7886.0,0.962646484375,256,256,4.026122241947755,cameramen,Jpeg:67.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
48,7.1508636474609375,39.58721863867438,0.9800261797349556,68,8083.0,0.9866943359375,256,256,3.927997030805394,cameramen,Jpeg:68.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
49,6.94561767578125,39.713694871434285,0.9803942835689585,69,8192.0,1.0,256,256,3.875732421875,cameramen,Jpeg:69.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
50,6.64306640625,39.907117670559266,0.9811433050876147,70,8355.0,1.0198974609375,256,256,3.8001196888090965,cameramen,Jpeg:70.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
51,6.4038543701171875,40.066389137876754,0.9815596542280651,71,8486.0,1.035888671875,256,256,3.741456516615602,cameramen,Jpeg:71.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
52,6.1480560302734375,40.243425440818925,0.9820470421790342,72,8599.0,1.0496826171875,256,256,3.692289801139667,cameramen,Jpeg:72.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
53,5.9549713134765625,40.38200687144637,0.9824805061664619,73,8806.0,1.074951171875,256,256,3.605496252555076,cameramen,Jpeg:73.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
54,5.6079254150390625,40.64278131952884,0.9834491778055185,74,9051.0,1.1048583984375,256,256,3.507899679593415,cameramen,Jpeg:74.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
55,5.4752349853515625,40.74677597967346,0.9835850625943884,75,9084.0,1.10888671875,256,256,3.4951563188022896,cameramen,Jpeg:75.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
56,5.201690673828125,40.96935838199098,0.984137842543202,76,9244.0,1.12841796875,256,256,3.434660320207702,cameramen,Jpeg:76.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
57,4.8838653564453125,41.243166785186666,0.984932721252593,77,9553.0,1.1661376953125,256,256,3.3235632785512403,cameramen,Jpeg:77.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
58,4.678802490234375,41.429456484844074,0.9855326049565947,78,9781.0,1.1939697265625,256,256,3.2460893569164706,cameramen,Jpeg:78.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
59,4.4620513916015625,41.63545792911924,0.985998137054204,79,9935.0,1.2127685546875,256,256,3.1957725213890287,cameramen,Jpeg:79.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
60,4.239837646484375,41.85731134130347,0.9866066591438416,80,10149.0,1.2388916015625,256,256,3.1283870332052417,cameramen,Jpeg:80.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
61,3.9642791748046875,42.14916129835727,0.9873535925449209,81,10474.0,1.278564453125,256,256,3.0313156387244606,cameramen,Jpeg:81.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
62,3.76519775390625,42.37292569926183,0.9877524398632233,82,10681.0,1.3038330078125,256,256,2.9725681116000375,cameramen,Jpeg:82.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
63,3.493560791015625,42.69812056107681,0.9886133207708204,83,11141.0,1.3599853515625,256,256,2.8498339466834217,cameramen,Jpeg:83.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
64,3.28363037109375,42.967260969604204,0.9891024384396877,84,11421.0,1.3941650390625,256,256,2.7799667279572717,cameramen,Jpeg:84.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
65,3.084075927734375,43.23955299339137,0.9894516863375806,85,11679.0,1.4256591796875,256,256,2.7185546707766077,cameramen,Jpeg:85.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
66,2.8303070068359375,43.61246814338961,0.9902976448499093,86,12208.0,1.490234375,256,256,2.600753604193971,cameramen,Jpeg:86.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
67,2.647674560546875,43.902157582137434,0.9906597524512412,87,12497.0,1.5255126953125,256,256,2.5406097463391215,cameramen,Jpeg:87.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
68,2.3902587890625,44.34635437084027,0.991368463992627,88,13105.0,1.5997314453125,256,256,2.4227394124380006,cameramen,Jpeg:88.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
69,2.1733856201171875,44.75943571578711,0.9919272510787385,89,13532.0,1.65185546875,256,256,2.3462902749039314,cameramen,Jpeg:89.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
70,1.9200286865234375,45.29772643463441,0.9926942272344412,90,14352.0,1.751953125,256,256,2.2122352285395763,cameramen,Jpeg:90.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
71,1.6949310302734375,45.83928330176054,0.9932853368535608,91,14941.0,1.8238525390625,256,256,2.1250250987216384,cameramen,Jpeg:91.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
72,1.493743896484375,46.388042171220214,0.9938037299107425,92,15485.0,1.8902587890625,256,256,2.050371327090733,cameramen,Jpeg:92.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
73,1.274261474609375,47.07821807807011,0.9945038797842785,93,16741.0,2.0435791015625,256,256,1.8965414252434143,cameramen,Jpeg:93.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
74,1.07232666015625,47.827532573275064,0.9950911224064605,94,18181.0,2.2193603515625,256,256,1.7463285847863155,cameramen,Jpeg:94.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
75,0.8784332275390625,48.693716058657934,0.9957245289075396,95,19863.0,2.4246826171875,256,256,1.5984493782409506,cameramen,Jpeg:95.00,Jpeg,Jpeg,Jpeg,,Jpeg,32
